Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FS","Données de la sécurité alimentaire","121","Liban","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","0.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","123","Libéria","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","1.6","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","124","Libye","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","126","Lituanie","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.1","Moins de 100 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","256","Luxembourg","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.1","Moins de 100 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","129","Madagascar","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","8.2","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","131","Malaisie","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","130","Malawi","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","3.7","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","132","Maldives","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.1","Moins de 100 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","133","Mali","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","134","Malte","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.1","Moins de 100 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","143","Maroc","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","1.4","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","137","Maurice","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.1","Moins de 100 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","136","Mauritanie","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","0.3","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","138","Mexique","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","5.4","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","145","Micronésie (États fédérés de)","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","141","Mongolie","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","0.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","273","Monténégro","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.1","Moins de 100 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","144","Mozambique","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","7.7","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","28","Myanmar","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","6.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","147","Namibie","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","0.7","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","148","Nauru","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","149","Népal","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","2.6","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","157","Nicaragua","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","1.1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","158","Niger","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","1.9","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","159","Nigéria","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","12.2","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","160","Nioué","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","162","Norvège","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.1","Moins de 100 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.1","Moins de 100 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.1","Moins de 100 000 personnes sont sous-alimentées"
